Turkcell den bi türlü kurtulamadık abi;negatif
Turkcell Allah seni bildiği gibi yapsin kampanyalarinla ilgilenmiyorum sırf bu yuzden de hattimi taşıyacam.zaten internetin de cekmiyor;negatif
Ben Turkcell kadar kazıkçısını görmedim;negatif
Ayıp ettin turkcell;negatif
Gözün çıksın turkcell! O parayı sana netin çekmesin diye mi bayıldım;negatif
Turkcell reklamındaki gençleri gördükçe gençliğimden utanıyorum lan;negatif
İnternet paketine söveyim turkcell;negatif
Avea çekmiyor, Vodafone da tarife yok, Turkcell kazık. Pttcell mi olsam acep lan;negatif
96kbps hızda internet mi olur turkcell allahsız felan mısın;negatif
Turkcell sömüre sömüre bi şey bırakmadın be bizde;negatif
Turkcell bile çekmiyor arkadaş deli etti yada yoğunluk mu var neci;negatif
Turkcell itina ile 3 gecedir bana sıkıntı yaratıp duruyorsun yeminle canımı sıkıyorsun he;negatif
RTE den bana bayram mesajı geldiği için turkcell i kınıyorum. Çok pis kınıyorum hem de;negatif
Turkcell çok yavşaksın;negatif
Çok utanıyorum ama itiraf edeyim.o mesaj az önce bana da geldi. Turkcell i yarın bırakıyorum;negatif
Turkcell sarı kutudan migros sanal market çeki almayın, şifreyi yollamıyorlar, rezillik;negatif
Turkcell yedi sülalene sövdüm amk;negatif
Turkcell Allah bin belani versin;negatif
Sakin su Turkcell'in Winn'indan kullanmayin, hem her yerde iyi cekmiyor, hem de sozlesmeyi iptal ettirene kadar canim ciktı;negatif
Turkcell 11 ay boyunca kazıklıyor ramazanda da millet hattını taşımasın diye böyle yapıyor;negatif
Turkcell den yine kazik yedik. Artik bu son idi. Vodafone a geciyorum ben;negatif
Turkcell ile yollarımızı ayırdık mutluyum;negatif
Turkcell'den nefret ediyorum;negatif
yıllardır turkcell bizi kazıklıyodu sonunda avea dayanamadı bize kucak açtı;negatif
Şerefsiz turkcell, daha yeni getiriyorlar turkcell'e o kadar bekledim sony xperia z2 yi daha yeni geldi amk. Bu akşam iyi sövdüm size;negatif
off of ömrümü yedin turkcell;negatif
Turkcell ne şerefsizsin;negatif
Turkcell de ayrı bi şerefsiz yeminle;negatif
Allah belanı versin turkcell inşallah iflas edersiniz;negatif
Her yerde çekiyorsun fakat fena geçiriyorsun Turkcell;negatif
O değil de bugün kerim turkcell den fena kazık yedi;negatif
Turkcell turbo İnternet'e sakın geçmeyin, çevirmeli ağı mumla ararsınız, berbat ötesi bağlantı hızı var;negatif
Turkcell'deki bu net kopması beni deli ediyor. Havadandır havadan;negatif
Kandil diye kilitlenirsin, deprem olur titrersin,gecirdin mi on numara geçirirsin,lan turkcell Allah belanı versin;negatif
Bu şerefsiz turkcell her seferinde internet paketimin bittiğini haber vermiyor ve bakiyemden yiyor. Bildiğin hırsızlık amacı -8e düşürmek;negatif
Allahım konturumu yedi sms yapmadı oc turkcell;negatif
Turkcell avea vodafone reklamlarından irite oldum arkadaş, biz size neden para veriyoruz? En ufak depremde hatlar kesilsin diye mi;negatif
Bu turkcell telefonlarının başına buyruk tavırları da ayrı bi sinir bozucu;negatif
Çok pahalısın be turkcell;negatif
7 yıllık turkcellli hayat bitti. Allah belanı versin turkcell;negatif
Turkcell nefretimi kazandı bu sefer;negatif
Artık vodafone'a gecmem lazim turkcell bıktırdın beni;negatif
Evin bi yerinde internet çekmez, bi yerinde telefon zaten hiç çekmez. Başlıycam Turkcell'den de onun çekim gücünden de;negatif
Hayat kazıklarla dolu.Bkz.Son turkcell faturam 70 lira.Kredi kartımın bloke ettiği rakam 100 lira.Sorunların yarattığı stres paha biçilemez;negatif
O değilde Turkcell çok masraflı;negatif
Turkcell tam bir sömürge sirketi;negatif
Devlet dinlenme korkusu olmadan gizli bir toplantı yapmak isterse benim eve gelsin Turkcell bile çekmiyor..;negatif
Turkcell 3G bu saatte felaket yavaş.. Hayrola? @turkcellhizmet @turkcell;negatif
Bugun de turkcell in bana attigi kaziklara agladim iste ama hayat devam ediyor;negatif
Onca zamandan sonra beni bu gece şair yaptınız ya helal. Tüm küfürlerim turkcell ve hayata;negatif
Turkcell bana mesaj atmasın baska bı sey ıstemıyorum duygularımla oynuyor serefsız;negatif
Turkcell tamam sana uyuz olduğum doğru da hattımı iptal etmeyeydin eyiydi.;negatif
Berbat reklam turkcell;negatif
Turkcell yedin bitirdin beni be askerde yapma hic olmazsa;negatif
627 tl turkcell faturası yatırdım yuh ki ne yuh;negatif
Odemeye her gittigim de sorunla karsilastigim bi turkcell ve odemeyi gerceklestiremedigim bi telefon faturam var;negatif
Kazıkla turkcell kazıklaaa. Yarın ilk iş numarayı taşımıyomuyum;negatif
Turkcell kadar başarısız bi internette görmedim;negatif
Yemin ediyorum Turkcell benden kestiği paralarla zengin oldu;negatif
Allahsız turkcell bi oğrenciden 194 tl fatura parasi alinirmi lan Allahin yokmu senin. İcim yaniyo icim;negatif
Lan bu turkcell mal mi? Smsi 33kurusa atti;negatif
Nalet Turkcell Nalet;negatif
Sonunda turkcell eziyetinden kurtuluyorum allaaam;negatif
Turkcell reklamlarından dolayı operatörümden utanıyorum;negatif
Turkcell senin Allah belanı versin;negatif
Internet hızına sokayım Turkcell;negatif
Turkcell bizim tuvalette internetin cekmiyor;negatif
Turkcell senin ağzına etsinler, sevgililerin ayrılma sebebi olacaksın;negatif
Turkcell'den hiç memnun değilim iptal ettiresim var;negatif
Aklın yolu birdir yavşak Turkcell'in ismi var diye aldanmayın Avea on numara kısa zaman sonra geçiyorum en azından abonelerini koparmiyo;negatif
sabriyide reklamda oynatttın ya allah belanı versin turkcell;negatif
Sabri reyiz ile ilgili onlarca guzel reklam cekilebilirken turkcell gibi bi marka dunyanin en mal reklamini cekti;negatif
Sonunda kurtuldum turkcellden fakyu turkcell;negatif
Turkcell kadar boktan bir operatör olamaz !! Turkcell'e geçtiğim güne lanet olsun;negatif
TURKCELL ALLAH BELANİ VERSİN !!!! Evet versin yaa fatura odeniyor 1 hafta bitiyo ek paket var hala internet kisitlaniyor !!!!!! Bu ne yaa;negatif
Sen turkcellsin lan turkcell senin çekmeme gibi bi lüksün yok;negatif
Lanet olsun sana turkcell!!! 10 günde hem 500 mb netimi bitirip hemde iki katı fatura yollandın bana.Allah sizin evinize ateş düşürsün;negatif
Arkadaşlar turkcell 4 falan çekmiyo. Hiç çekmiyor hatta;negatif
Sömürdün bizi turkcell;negatif
Turkcell reklamlari saçma ötesi sadece çalışanlarıyla duygu sömürüsü yapıyo;negatif
Yemin ederim bıktım senden turkcell;negatif
Allah internet hızımı düşüren Turkcell'e ateşler salsın;negatif
Gece gece turkcell 'e sövme keyfii;negatif
Turkcell mesajları geç iletiyorsa bu benim suçum mu;negatif
Turkcell'in duygu sömürülü bol aglamaklı reklamlarından sıkılmadık mı;negatif
Coca cola'yla Turkcell'in reklamları resmen insanları duygularından vurmak için var;negatif
Kız Turkcell, Allah umutlarını sinende bıraksın, ocağına ateşler salsın e mi, böyle fatura olur mu laayynn;negatif
Turkcell kadar mal bir operatör tanımıyorum ayar etti beni sabahtan beri;negatif
Allah bu kapitalist dünyanın belasini versin. Turkcell,vodafone hepsi soyguncu. Hizmet SİFİR;negatif
Turkcell senin Allah belanı versin bok gibi internet paketi yapmışsın;negatif
Hayır turkcell ben sana sövmekten bıktım sen sövülmekten bıkmadın;negatif
Telefon nete o kada yavaş baglanıyo kı atcagım twıtı unuttum allahın yok mu lan turkcell;negatif
Bi film izleyecektim burnumdan getirdin Turkcell.;negatif
Turkcell reklamlari çok salak;negatif
yarın gidiyim de Avea' ya geçiyim Turkcell' den hayır yok artık;negatif
Devlet bir turkcell iki hırsızlıkta yarışıyorlar birbirleriyle;negatif
Bu turkcell kadar hırsız görmedim;negatif
Bu, Turkcell. Bugünde insanların duygularını sömüren saçma sapan bir reklam filmi yayınladı;negatif
turkcell ne kadar sacma salak reklam yapmaa basladıı yaa;negatif
Turkcell yine yaptı yapacağını;negatif
turkcell lanet olsun cok kaziksin amk;negatif
Allah belani versin Turkcell;negatif
Sırf dk sı 70 kuruş diye sesli mesajımı dinleyemiyorum. Kahrolsun fakirlik,kahrolsun turkcell;negatif
Hasstırr ya internet paketim bitti whatsapp da kapandı. Lanet olsun bu hayat lanet olsun Turkcell;negatif
Turkcell maxiplus5 alacak veya düşünen varsa vazgeçsin çok berbat bişy taksiti var diye kıramoyrm yoksa duvara yapştırıcam;negatif
Turkcell saçma saçma mesajları atmayı kesermisin lütfen;negatif
Turkcell sanirim suan Yesilkoy'de bizim eve ugramiyor. Babam ve benim telefonumda servis yok diyor;negatif
Turkcell beni sesimden tanır. Turkcell beni sesimden tanır. Turkcell beni eeee allah belanizi versin ya;negatif
Bugünün bütün bedduaları turkcell internete gelsin , çıldırttın beni delirttin kafayı yedirttin;negatif
turkcell kadar para düşkünü ve dolandırıcı bir operatör daha yok. yaşasın avea;negatif
Turkcell reklamında yayvan yayvan konuşan bebeyi duyunca sinirleri tepesine çıkan bir ben miyim yaa;negatif
Turkcell lanet olsun sana ya;negatif
la bu turkcell canı sıkıldıkça paramı alıyor bıktım la sizden;negatif
Turkcell , Vodafone, Avea boşuna reklam yapıyolar çünkü bizim köyde hiç biriside çekmiyor;negatif
Bu bodrumda neden turkcell interneti yavas avea bile daha iyi çekiyo yaziklar olsun turkcell;negatif
Su turkcell reklami ne kadar salakca lan anlamini bilmiyor yazilisini biliyor adam;negatif
Turkcell kadar kazık bir hat daha yok;negatif
Turkcell kurumsal musteri temsilcisinin babamla imtihani, adam geldigine gelecegine pisman oldu;negatif
"""Nefret ederek kullandığım 3 şey; Babet çorabı, streç film, turkcell.""";negatif
kazık turkcell;negatif
Turkcell annen ölsün yaa;negatif
İnternetin yavaşlığı gözlerimi dolduruyo turkcell;negatif
Bir ton para veriyorum adam gibi çekmiyor. Ya biraz daha verip turkcell keyfini süreceğim ya da avea'ya geçip daha az paraya rezil olacağım!;negatif
Turkcell Allah belanı versin, bu gün gazete okuyamadım, sosyal ağlara giriş işkence oldu, zaten dengesizim biri ile uğraşıyorum;negatif
Turkcell kadar iğrenç bir operatör yok;negatif
Turkcell'in reklamları beni küçük çocuklardan soğutuyor;negatif
Turkcell kadar şerefsiz varmıya tl yüklendiğini internet paketinin yenilenmesinden anlıyorum tl yi görünce hemen alıyo;negatif
Turkcell bildiğin adam soyuyor yaa yok böyle bişey başka bir operatöre geçmem an meselesi yeter sömürdükler;negatif
Turkcell çözüm getirmedin, bari müşteri hizmetlerinden para alma.;negatif
'Turkcell beni sesimden tanır' derken kendimi dünyanın en mal insanıymış gibi hissediyorum.;negatif
bu turkcell reklamlarındaki insanlar gerçekten bu kadar gerizekalı mı acaba;negatif
Ah Turkcell ah, beni bu şapşal uygulamalarınla hergün biraz daha Vodafone'un kollarına ittiğini bilsen bunca duyarsız olur muydun;negatif
80 tl cepfaturasi mi olur hani hayat paylasinca guzeldi. Allah belani versin turkcell;negatif
Turkcell gibi diğerleri de çağrı merkezini arayıp da müşteri temsilcisi ile konuştuğumuzda ücretlendiriyor mu,yoksa Turkcell usulü kazık mı;negatif
ŞU TURKCELL REKLAMLARINI İZLEDİKÇE GENÇLİĞİMDEN UTANIYORUM AQ;negatif
Turkcell'e bayıldığım paralar haram olsun lan;negatif
Son gelen turkcell telefon faturasindan sonra vodafonea gecmek sart oldu. Brand loyaltyde bi yere kadar ama;negatif
Turkcell reklamlarindaki o kucuk kizi alip bogabilirim;negatif
Digiturk, ttnet ve turkcell iptallerine doğru yol alıyorum.. Değişim güzeldi;negatif
Şu turkcell ve freezone reklamları çıkınca geçliğimden utandığım doğrudur;negatif
Turkcell tarafindan kaziklanmam disinda, cok guzel bi gun;negatif
Bi de her yerden çekiyomuş.Bak bak yalana bak.Odamdayım be Turkcell;negatif
her ay artan sms ve mms hakkimda haram olsun sana turkcell;negatif
Koskoca Silivri de telefon çekmiyor. Turkcell burayı teğet geçtiyse demek ki.;negatif
Vodafone'a geçtim, lanet olası Turkcell'den kurtuldum;negatif
Şu turkcell kadar şerefsiz yok. Facebook paketi alıyorum 2 dk sonra paketin yok diyo birde utanmadan paramı alıyo;negatif
Turkcell kadar yüzsüzünü de görmedim. Cevap vermedikçe daha çok mesaj atıyor;negatif
Yine turkcell reklamını izledim zarardayım hesap ortada kahrolsun turkcell #diren70milyon;negatif
Turkcell'ciğim, teknolojini ilerletecek çağı mı buldun gülüm? Batırdın beni aptal gerizekalı;negatif
turkcell'e dava açalım mesajlar iletilmiyor bu ne rezalettir;negatif
Sosyal paketim olduğuna rağmen 1 krs, 10 krs alıp kontürlerimi yiyen #Turkcell Allah belanı versin, en kısa zamanda Turkcelli bırakıcam;negatif
Turkcell paramı aldı paketi yapmadı şimdi saldırıcam;negatif
Turkcell senden nefret ediyorum;negatif
Sirf bu yuzden vodofondayim turkcell pismanliktir;negatif
Allah belani versin turkcell beni gec sulalemde 25 yasina basan insan yok;negatif
Hergün turkcell mesaj atıyor diye hattı mı vodafone yaptırdım salaklar farketmediler hala mesaj atıyorlar kontörleri gidiyor kafam yinezehir;negatif
Allah turkcell kere belani versin;negatif
Internet paketim olduğu halde neden paralarımı yiyosun, zalimsin turkcell;negatif
Kotasız internet istiyorum turkcell Allah belanı versin;negatif
Turkcell senin kadar serefsizini gormedim;negatif
Turkcell faturamı bir kabartıyor bir kabartıyor ayar oluyorum;negatif
Birde Turkcell'in çekim gücü vardı bok var;negatif
Vallahi yalan turkcell;negatif
o tl bu gecede gelmez ama faturaya yansırsa seni yaktım turkcell;negatif
Turkcell cevizlibağ ın göbeğinde tercüman sitesinde çekmiyor;negatif
eski telefon faturamın ödenmemiş 200 lira borcu varmış :/ turkcell ciğerimi yedin doymadınmı amk;negatif
Internet paketı yapıcaktım Turkcell 2 tl aldı lanet olsun yaa;negatif
Cahit Berkay'lı Turkcell reklamından iğreniyorum.Yok böyle iğrenç reklam ya resmen;negatif
Turkcell Cüzdan uygulaması tam bir felaket. Korkunç yavaş ve hatalı! Birde Nasıl reklamını yapıyor @Turkcell bu uygulamanın @turkcellcuzdan;negatif
Turkcell seni cok kotu parcalarim, kontorlerimi yemekten bikmadin amk;negatif
Sabah sabah turkcell 9 tane mesaj attii yuh be;negatif
Turkcell'in reklam ajansı gerçekten inanılmaz kötü;negatif
Turkcell Style den sonra Harlem Shake .. Turkcell reklamlarıda baydı yani;negatif
Turkcell Harlem Shake reklaminda saygi cercevesinde danseden gencler sinir bozucu;negatif
Harlem shake midir nedir hic izlememistim gerzek turkcell reklamlari yuzunden 3 kere izledimve su an kendimden nefret ediyorum;negatif
Turkcell işin foseptiğini çıkarmış artık...şimdi de Harlem Shake versiyon reklam yapmışlar lanet olsun;negatif
Turkcell in harlem Shake reklamını da gördüm ya artık beyinin bedava olduguna hakikaten inandım ne Salak sarki bu ya;negatif
turkcell bana hayatımın kazığını attı kontör yüklüyom anında bitiyor;negatif
@YSaltkalp bi sms için uğraşlarımız. Lanet olsun turkcell;negatif
Tl yükledim şerefsiz turkcell paramı aldı ben ne hayaller kurmuştum halbuki sms yapıcaktım;negatif
Daglarda tepelerde vadilerde ceken Turkcell goztepe karsiyaka arasi denizde cekmiyor;negatif
reklamın iyisi kötüsü olur arkadas!!asla turkcell almam alanada mani olurum!!! ceo'n ömrü boyunca rüyasında ahmedim nerdesin görsün insallah;negatif
Allah belanı versin Turkcell başka bişey demiyorum;negatif
Hülya Koçyiğit'li Turkcell reklamı ne sinir bozucu yahu! Ahmedim nerdesin? Ahmedim nerdesin? Ahmedim nerdesin? Cehennemin dibinde Ahmedin;negatif
Çaycısından kurucusuna kadar sövdüğüm Turkcell senin ben taaa;negatif
gerizekalı, öküz, salak, adi turkcell sınırsız paket diyosun 2 günde paramı bitirdin dava edicem süründürücem;negatif
Internetim yok, Turkcell Istinye gibi bir yerde cekmiyor. Su an bu tweeti atabilmem bile mucize;negatif
Turkcell e ettiğim küfürü kimseye etmedim;negatif
Vodafone > Turkcell bunu anlamak cok zor olmadi lanet olsun Turkcell;negatif
Turkcell yedi bitirdi beni her ay 220-250 tl arası fatura ödemekten yoruldum;negatif
turkcell reklamında adamın beş kuruş parası yok ama tablet alıyor nasıl bir saçmalık amk;negatif
Turkcell soydun yine beni !!! Her ay olmaz böyle;negatif
Turkcell sana kufur etmeye nerden baslasam bıl,yorum ama senn gelmısını gecmısını gelecegını ve dıgerlerını anladın sen;negatif
Çift taşıyıcısı olmasa bu rezil 3g (genelde 2g) daha da rezil olacaktı herhalde sayın Turkcell;negatif
Keremcemli albeni reklamı, mustafa sandallı turkcell reklamından daha da itici;negatif
Hayatımda en fazla küfür ettiğim turkcell operatörüdür güleryüzlü hırsızlığın simgesi olduğunuz için allah bin belanızı versin şerefsizler;negatif
Turkcell beni yine ayar etti ya;negatif
turkcell sana nasil sovdum belli degil.;negatif
Hayatımda duyduğum en saçma cümle ''Turkcell Beni Sesimden Tanır'';negatif
turkcell sen ne berbat bi müşteri hizmetine sahipmişsin.senın ne lanet bi teknolojin varmış.bi sorunu 24 saatte çözemedin, reklamlar çöpe;negatif
Turkcell iphone5 reklami ne kadar sacma;negatif
Turkcell bugün sana ettiğim kadar kimseye küfür etmedim;negatif
Turkcell style reklamını izledikten sonra Turkcell'li olmaktan utandım;negatif
Allahın cezası turkcell yine sms paketimi yeniledi yeter lan isteemiiiyoorum;negatif
turkcell yeni yıla sevdiklerimizle konuşarak girmek istedik ancak turkcellhizmet sağolsun çekim kalitesi müsade etmedi !!!!!!!!;negatif
